foyer_id,FullName,DateOfBirth
1437,Lorraine Neveu,1968-04-15
1437,Lucie Vidal,2015-06-30
1437,Michèle Vidal,2011-12-05
1437,Bernadette Vidal,2010-11-08
1438,Susan Brunet,1995-04-06
1438,Victor Fernandez,1999-07-04
1439,Grégoire Charrier,1962-09-01
1439,Édouard Charrier,2007-07-21
1440,Alain Benoit,1958-12-31
1440,Olivie Becker,1963-02-23
1440,Dominique Benoit,2021-02-24
1441,Benjamin David,1992-06-02
1441,Paulette Grenier,1996-05-12
1441,Monique David,2008-02-11
1441,Léon David,2003-05-10
1442,William Lenoir,1994-12-23
1442,Denise Lenoir,2005-02-12
1442,Nathalie Lenoir,2008-05-19
1443,Émilie Coulon,1993-11-16
1443,Marc Fabre,1994-01-04
1443,Lorraine Fabre,2003-05-06
1444,François Marion,1979-01-25
1444,Marcelle Marion,2022-09-14
1444,Christine Marion,2008-11-05
1445,Michelle Dubois,1984-08-27
1445,Étienne Delattre,1979-01-09
1445,Marie Delattre,2009-06-09
1445,Jacqueline Delattre,2011-06-07
1446,Michèle Fontaine,1974-12-30
1446,Zacharie Ribeiro,1970-06-21
1447,Isabelle Delahaye,1976-08-12
1447,Patricia Ribeiro,2021-08-14
1448,Lucie Picard,1982-05-07
1448,Antoine Picard,1977-07-10
1449,Clémence Pichon,1999-08-31
1449,Gilbert Payet,1995-12-29
1450,Christophe Guyot,1974-02-10
1450,Hélène Philippe,1972-01-30
1451,Xavier Berger,1999-12-31
1451,Joséphine Schneider,2000-05-21
1451,Maryse Berger,2005-01-25
1452,Alain Boutin,1967-08-23
1452,Alexandrie Clerc,1968-10-30
1452,Hugues Boutin,1998-08-02
1453,Margot Besnard,2001-04-07
1453,Émile Monnier,2000-05-13
1453,Camille Monnier,2013-06-20
1453,Hortense Monnier,2016-04-01
1453,Julien Monnier,2008-11-20
1454,Jacqueline Da Costa,1961-12-16
1454,Thibaut Carlier,1957-05-16
1454,Robert Carlier,2014-11-13
1455,Bertrand Maréchal,1991-10-26
1455,Suzanne Maréchal,2010-10-25
1456,Thibaut Lévêque,2003-10-11
1456,Aurore Girard,2003-07-11
1456,Manon Lévêque,2014-07-21
1457,Jean Perret,1968-05-25
1457,Martine Perret,2021-07-01
1457,Bertrand Perret,2019-08-25
1458,Nathalie Blanchet,1970-11-25
1458,Nicolas Letellier,1976-10-25
1459,Antoinette Hoareau,1980-12-02
1459,Renée Letellier,2006-09-26
1460,Émile Richard,1962-04-13
1460,Élisabeth Grondin,1960-09-06
1460,Michèle Richard,1993-09-05
1461,Étienne Nguyen,1997-06-11
1461,Patrick Nguyen,2016-10-25
1462,Aimée Nicolas,1986-12-09
1462,Bernadette Grondin,2021-09-01
1462,Pénélope Grondin,2018-01-14
1462,Chantal Grondin,2008-02-27
1463,Françoise Guillaume,1979-06-29
1463,Julien Delattre,1981-09-08
1463,Caroline Delattre,2001-07-17
1464,Antoinette Le Gall,1999-03-16
1464,Virginie Delattre,2021-09-08
1465,Alexandria Meyer,1966-03-03
1465,William Dupuy,1969-08-16
1465,Anne Dupuy,2000-12-30
1466,Emmanuel Traore,1971-05-03
1466,Anaïs Lenoir,1965-05-04
1467,Geneviève Dufour,1984-11-27
1467,Zacharie Andre,1985-02-10
1468,Stéphanie Joseph,1968-07-08
1468,Bertrand Martineau,1966-06-09
1469,Alfred Martin,1968-05-29
1469,Madeleine Leduc,1973-04-17
1469,Margaret Martin,2021-06-01
1470,Marianne Hoarau,1957-02-09
1470,Noël Breton,1960-08-17
1471,André Mercier,1971-05-21
1471,Éléonore Renard,1971-12-25
1471,François Mercier,2007-03-08
1471,Georges Mercier,1989-12-06
1472,Sophie Hubert,1964-07-25
1472,Nicolas Renard,1961-01-19
1472,Auguste Renard,1982-11-28
1472,Alix Renard,1998-03-12
1473,Susanne Ferrand,1970-05-17
1473,Susanne Renard,1989-09-25
1474,Margot Leroux,1996-05-08
1475,Maggie Pons,1965-10-27
1475,Benjamin Henry,1962-11-26
1475,Maggie Henry,1990-08-17
1476,Timothée Lefèvre,1976-07-12
1477,Adrienne Fournier,2000-12-06
1477,Pierre Henry,2015-08-12
1477,Alexandre Henry,2008-05-06
1478,Paulette Germain,1992-03-14
1478,Xavier Henry,2019-01-25
1479,Aimée Fleury,1960-06-10
1479,Roger Didier,1965-02-20
1479,Margaux Didier,1989-07-10
1479,Nicolas Didier,1989-01-25
1480,Alphonse Fernandez,1978-05-02
1480,Colette Hamel,1976-10-02
1480,Léon Fernandez,2006-06-13
1481,Roland Chevalier,1979-03-31
1481,Renée Noël,1974-11-27
1482,Antoinette Lambert,1996-09-29
1483,Christelle Barbier,1981-10-31
1483,Gabriel Blanchard,1982-08-29
1483,Gérard Blanchard,2012-11-01
1484,Élise Perrier,1962-07-12
1484,Margot Blanchard,1997-05-06
1485,Bernard Rey,1985-02-04
1486,Marianne Dufour,1983-12-30
1487,Marcelle Chrétien,1988-11-02
1487,Vincent Chauvet,1985-08-17
1487,Philippe Chauvet,2016-11-22
1488,Emmanuel Laroche,2001-01-17
1489,Alphonse Boulay,1992-06-26
1490,Élise Aubert,1964-09-29
1490,Benoît Ollivier,1969-09-28
1491,Matthieu Salmon,1997-03-26
1491,Bernard Salmon,2011-12-14
1492,Margaret Daniel,1990-12-01
1493,Élodie Benoit,1976-10-13
1493,Pierre Regnier,1974-09-16
1493,Thérèse Regnier,2007-10-24
1493,Diane Regnier,2013-10-20
1494,Hugues Ferreira,1956-09-04
1494,Amélie Duval,1952-04-09
1495,Sylvie Peron,1957-05-17
1495,Grégoire Sauvage,1958-05-26
1496,Astrid Thierry,1994-02-15
1496,Alexandre Guillou,1991-02-15
1497,Martin Menard,1961-12-18
1497,Catherine Menard,1983-10-13
1498,Étienne Pasquier,2001-10-01
1498,Anne Hubert,2004-05-05
1499,Aimée Guillon,1994-10-04
1499,Guillaume Hubert,2010-09-05
1499,Inès Hubert,2007-05-27
1499,Zacharie Hubert,2008-08-26
1500,Georges Laine,1970-12-24
1500,Camille Laine,2000-10-14
1501,Honoré Roger,1994-05-24
1501,Élisabeth Maurice,1989-09-24
1502,David Monnier,2003-09-12
1502,Suzanne Delattre,2001-08-15
1502,Tristan Monnier,2019-01-14
1502,Alice Monnier,2015-12-01
1503,Paul Germain,1964-10-11
1503,Célina Menard,1968-01-14
1504,Susanne Brun,1979-01-05
1504,Gérard Lebreton,1978-10-18
1504,Timothée Lebreton,2013-12-16
1504,Marthe Lebreton,1997-01-26
1505,Célina Alves,1984-04-22
1505,Olivier Weiss,1981-09-01
1506,Arnaude Maillot,1986-08-05
1507,Alexandria Guillaume,1989-10-14
1507,Georges Weiss,2010-09-07
1507,Laure Weiss,2022-02-14
1507,Véronique Weiss,2005-12-03
1507,Gabriel Weiss,2007-05-30
1507,Lucy Weiss,2004-03-08
1508,Guy Lenoir,1972-03-23
1508,Victoire Delannoy,1971-09-12
1508,Jeannine Lenoir,1998-02-03
1508,Franck Lenoir,2011-12-13
1508,Stéphanie Lenoir,2008-06-25
1509,Inès Barbier,1969-08-22
1510,David Caron,1991-01-05
1510,Margaux Parent,1987-11-17
1510,Bernadette Caron,2010-06-10
1511,Martine Brunel,1986-04-01
1511,Étienne Lombard,1980-06-28
1511,Bertrand Lombard,2019-05-09
1512,Colette Peltier,1963-07-13
1512,Gilbert Benoit,1960-05-04
1512,Célina Benoit,2018-08-17
1512,Andrée Benoit,2017-03-13
1512,Grégoire Benoit,1984-07-20
1512,Thomas Benoit,2022-11-14
1513,Anouk Bertin,1955-03-05
1513,Jean Gimenez,1955-12-11
1514,Alice Morin,1998-02-21
1514,Denis Mary,1993-09-24
1514,Bernadette Mary,2004-09-26
1515,Joseph Robert,1981-06-21
1515,Henriette Ferreira,1987-01-20
1516,Thierry Joubert,2000-02-18
1517,Lucas Léger,1978-07-07
1518,Victoire Maréchal,1973-08-08
1518,Clémence Ferreira,2004-01-18
1518,Jeanne Ferreira,2008-01-06
1519,Victoire Diallo,1994-11-21
1520,Thibault Collet,1976-01-22
1520,Juliette Chauvet,1976-08-08
1520,Claudine Collet,2018-07-04
1520,Laurent Collet,2023-06-18
1520,Jeanne Collet,2009-11-19
1521,Aurore Marie,1958-08-29
1521,Victor Breton,1964-04-21
1522,Andrée Pruvost,1959-11-16
1522,Émile Ribeiro,1960-04-30
1522,Geneviève Ribeiro,2020-10-15
1523,Noël Chrétien,1967-04-26
1523,Susanne Merle,1972-02-13
1523,Laetitia Chrétien,1989-12-01
1523,Martine Chrétien,2001-12-09
1524,Joseph Duhamel,1993-10-09
1525,Michel Blin,1999-02-23
1525,Camille Pascal,2000-09-23
1525,Georges Blin,2017-08-24
1525,Emmanuel Blin,2018-07-01
1526,Claudine Lefèvre,1999-11-09
1526,Gilbert Chauvin,2005-07-22
1527,Maurice Gosselin,2000-03-23
1527,Margot Gosselin,2019-01-21
1528,Alexandrie Bouvet,1966-06-18
1529,Valérie Roux,1983-04-08
1529,Tristan Leleu,1980-03-30
1529,Victoire Leleu,2012-04-28
1529,Adrienne Leleu,2012-08-08
1530,Alain Dos Santos,1986-07-08
1530,Marie Chauvin,1984-10-06
1530,Véronique Dos Santos,2013-03-05
1530,Victoire Dos Santos,2008-07-03
1531,Alix Martel,1998-03-20
1531,Alain Chauvin,2006-09-21
1531,Anaïs Chauvin,2017-08-01
1531,Victoire Chauvin,2013-11-14
1532,Tristan Lemaître,1983-05-04
1533,Julien Berger,1994-07-22
1533,Danielle Faure,1997-07-15
1534,Guillaume Caron,1995-05-13
1534,Éléonore Delorme,1997-11-05
1535,Pénélope Blanchet,1978-10-13
1535,Hortense Delorme,2001-07-25
1536,Margaux Monnier,1988-02-03
1536,Élise Delorme,2012-06-28
1537,Xavier Imbert,1966-12-16
1538,Thierry Vidal,1991-11-09
1538,Josette Fischer,1994-02-25
1539,Inès Gomes,1996-06-10
1539,Thomas Muller,1994-12-03
1539,Jacques Muller,2014-08-20
1540,Guillaume Bousquet,1960-10-12
1540,Capucine Aubry,1964-07-15
1540,Marcelle Bousquet,1995-10-10
1540,Georges Bousquet,1999-09-16
1541,Laurence Jean,1977-10-29
1541,Thierry Laine,1975-01-01
1541,Alfred Laine,2023-04-13
1542,Luce Monnier,2002-02-07
1542,Antoine Michaud,2000-10-24
1542,Renée Michaud,2013-08-02
1542,Laure Michaud,2021-05-02
1542,Benoît Michaud,2007-01-29
1543,Brigitte Alexandre,1965-04-24
1543,Marcelle Michaud,2009-01-13
1543,William Michaud,2008-07-29
1544,Roger Dijoux,1969-09-30
1544,Sébastien Dijoux,1997-08-28
1544,Capucine Dijoux,2022-04-16
1545,Marthe Barbe,1961-09-18
1545,Anouk Michaud,1992-07-19
1545,Nath Michaud,2018-01-17
1545,Susanne Michaud,2022-05-23
1546,Thérèse Pottier,1982-07-20
1546,Margot Michaud,2012-06-22
1546,Agnès Michaud,2007-06-30
1547,Rémy Marion,1989-05-24
1547,Margot Gonzalez,1993-02-28
1548,Tristan Schmitt,1962-09-21
1548,Alice Collet,1966-10-05
1549,Joséphine Turpin,1964-07-27
1549,Éric Hernandez,1963-05-10
1550,Augustin Leblanc,1982-02-11
1550,Maggie Vallet,1987-02-06
1551,Margaud Dijoux,1962-04-15
1551,Joséphine Vallet,1993-09-05
1551,Thérèse Vallet,1997-11-09
1552,Bertrand Durand,1966-04-20
1552,Danielle Michel,1966-12-08
1552,Alix Durand,2005-05-30
1553,Françoise Duval,1960-05-19
1553,Luc Rousseau,1960-10-12
1553,Jeannine Rousseau,1981-05-02
1554,Antoinette Adam,1984-04-23
1554,Michel Rousseau,2002-07-16
1554,Véronique Rousseau,2009-01-21
1555,Odette Imbert,1991-12-24
1555,Rémy Lévy,1992-05-09
1556,Pénélope Bouvet,1999-08-26
1556,Léon Lemoine,1998-05-06
1556,François Lemoine,2005-04-08
1557,Marc Fischer,1998-09-14
1557,Alexandrie Lecomte,2000-10-31
1557,Jeannine Fischer,2010-09-28
1558,Henri Ferrand,1963-06-19
1558,Adrienne Laroche,1965-06-10
1558,Marianne Ferrand,2019-05-17
1559,Élise Lacombe,1956-11-03
1559,Patrick Gautier,1955-11-05
1559,Laure Gautier,2013-12-03
1560,Léon Rémy,1957-08-21
1560,Michelle Perrin,1957-09-05
1560,Benjamin Rémy,2004-10-05
1561,Nathalie Mallet,1993-01-16
1561,Aimé Perrin,2020-11-19
1562,Aimé François,1990-05-21
1562,Guy François,2016-03-08
1562,Patricia François,2015-10-11
1563,François Joseph,1985-08-02
1563,Noël Joseph,2010-02-13
1564,Thierry Martinez,1973-05-11
1564,Zoé Mathieu,1977-10-11
1564,Augustin Martinez,1992-12-28
1564,Élisabeth Martinez,2001-03-07
1565,Christophe Gimenez,1965-09-07
1565,Sophie Deschamps,1966-10-19
1565,Nicole Gimenez,1991-06-19
1566,Anne Hervé,1956-08-09
1566,Gilbert Lefort,1954-11-05
1566,Lucas Lefort,2003-04-20
1567,Noémi Leroy,1987-05-20
1567,Julien Gaudin,1988-12-28
1567,Maggie Gaudin,2017-12-18
1567,Emmanuelle Gaudin,2009-01-31
1568,Hélène Renaud,1964-03-01
1569,Zacharie Rousset,2001-12-05
1569,Océane Faure,2002-12-30
1569,Hélène Rousset,2014-09-24
1569,Richard Rousset,2010-06-10
1569,André Rousset,2020-10-22
1570,Paulette Labbé,1957-06-12
1571,Xavier Lefort,1975-05-31
1571,Élodie Roux,1975-12-03
1572,Alphonse Duval,1968-01-20
1572,Brigitte Boucher,1963-12-20
1573,Hortense Ollivier,1981-12-30
1573,Thibault Marchal,1981-04-17
1574,Noémi Hubert,1963-06-15
1574,Théophile Riou,1964-03-13
1575,Aurélie Pineau,2002-08-09
1575,Roland Marchand,2003-11-01
1576,Margot Seguin,1961-02-09
1576,Susan Marchand,1993-05-08
1576,Mathilde Marchand,2019-11-09
1577,Marcel Olivier,2002-12-02
1577,Hélène Bertin,2001-06-01
1577,Marc Olivier,2020-07-15
1577,Maryse Olivier,2010-01-02
1577,Maggie Olivier,2022-07-26
1578,René Coulon,1967-12-09
1578,Capucine Clément,1970-10-27
1579,Élise Chartier,1970-04-30
1580,François Chauveau,1974-01-27
1580,Lorraine Roger,1976-02-24
1580,Alphonse Chauveau,2008-10-01
1581,Maggie Teixeira,1965-07-04
1582,Bernadette Andre,1999-07-13
1582,Martin Peron,2000-06-04
1583,Louis Besnard,1970-03-30
1583,Catherine Hamel,1967-06-23
1584,Jacques Maillot,1984-03-31
1584,Manon Allain,1984-07-08
1585,Thierry Coste,1966-03-18
1585,Simone Caron,1969-08-08
1585,Agnès Coste,1985-09-11
1586,Amélie Mercier,1987-10-02
1586,Tristan Rodrigues,1982-08-31
1587,Camille Marchand,1973-06-04
1587,Éric Munoz,1975-11-25
1588,Patrick Perrot,1964-07-31
1588,Thibaut Perrot,2001-12-24
1588,Raymond Perrot,2003-05-14
1589,Alex Gilbert,1964-10-21
1589,Gilbert Munoz,2020-04-29
1589,Audrey Munoz,1999-01-21
1590,Aurélie Guillon,1962-09-30
1590,David Grondin,1957-07-23
1591,Joseph Ribeiro,1993-05-16
1591,Danielle Bourdon,1993-04-05
1592,Christiane Duhamel,1993-08-26
1592,Jérôme Antoine,1996-08-20
1593,Pierre Bègue,1976-02-13
1593,Virginie Bègue,1997-06-01
1594,Gérard Marin,1999-06-03
1594,Alice Hoareau,2002-04-04
1594,Laure Marin,2011-10-07
1595,Capucine Lacombe,2000-06-06
1596,Christophe Texier,1991-08-09
1596,Susanne Guilbert,1991-07-16
1596,Thérèse Texier,2011-08-03
1597,Inès Guilbert,1977-07-17
1597,Véronique Guilbert,2017-06-12
1597,Lucie Guilbert,2023-04-19
1597,René Guilbert,2011-07-12
1598,David Munoz,1987-11-04
1599,Sabine Rémy,1978-06-30
1599,Yves Leroy,1975-01-11
1600,Joséphine Bonneau,1994-06-18
1600,Marcel Pruvost,1989-05-07
1600,Frédérique Pruvost,2016-01-27
1600,Maggie Pruvost,2010-11-09
1600,Zacharie Pruvost,2019-12-25
1601,Paul Pereira,1996-08-18
1602,Auguste Bernier,1998-07-02
1602,Pauline Payet,1994-04-23
1603,Lorraine Lemonnier,2001-11-01
1603,Éric Blot,1995-11-04
1603,Martine Blot,2011-11-10
1604,Manon Lebrun,1956-10-07
1605,Clémence Peron,1967-04-30
1605,Jérôme Guérin,1967-12-25
1605,Rémy Guérin,2001-04-03
1606,Denis Raynaud,1986-05-22
1606,Aurélie Blanchet,1990-01-10
1607,Olivie Raymond,1980-04-08
1607,Antoine Hubert,1974-09-16
1608,Antoinette Roy,1977-08-30
1608,Gilbert Launay,1974-06-24
1608,Bertrand Launay,2019-09-20
1609,Martin Delmas,1955-12-24
1609,Étienne Delmas,2023-03-09
1610,Pénélope Robin,1980-01-31
1611,Noël Rodrigues,2003-04-05
1611,Honoré Rodrigues,2010-10-11
1612,Joseph Baudry,1959-07-31
1612,Aimée Bruneau,1960-11-06
1612,Nicolas Baudry,2011-06-02
1612,Stéphane Baudry,2011-11-29
1613,Théophile Coulon,1999-04-11
1613,Sophie Pelletier,2004-01-08
1613,Henri Coulon,2020-08-28
1613,Théophile Coulon,2017-10-07
1614,Alphonse Dubois,1995-11-06
1614,Bernard Dubois,2006-02-13
1615,Luc Martins,2003-10-27
1616,Théodore Guillaume,1990-09-12
1616,Édith Coste,1995-02-17
1616,Jules Guillaume,2023-01-26
1617,Andrée Vallet,1957-01-10
1617,Maggie Coste,2001-09-02
1617,Suzanne Coste,1978-03-24
1617,Cécile Coste,1983-03-21
1618,Robert Laroche,1990-09-23
1618,Alexandrie Moreau,1996-09-21
1618,Édouard Laroche,2022-08-31
1618,Luc Laroche,2019-10-10
1619,Jeannine Fernandes,1969-09-16
1620,Roger Chrétien,1967-09-19
1620,Denise Hubert,1961-11-20
1620,Denis Chrétien,2009-08-26
1620,François Chrétien,2011-12-15
1621,Élodie Allard,1994-04-17
1621,Mathilde Hubert,2022-04-13
1622,Daniel Foucher,1955-08-19
1622,Olivie Jean,1955-07-17
1622,Anastasie Foucher,1978-07-29
1623,Antoine Sauvage,1973-08-19
1623,Manon Le Gall,1968-08-28
1623,Paulette Sauvage,1999-11-04
1623,Paulette Sauvage,2014-09-24
1624,Philippe Boucher,1955-11-14
1625,Patricia Raymond,1963-08-11
1626,Victoire Fischer,1997-05-31
1626,Pierre Hamel,1998-05-16
1627,Pénélope Marin,1962-08-19
1627,Juliette Hamel,1984-12-05
1628,Guy Wagner,1958-12-18
1628,Chantal Lemonnier,1962-12-10
1628,Célina Wagner,1987-05-19
1629,Andrée Blin,1965-02-27
1629,Honoré Lemonnier,2011-03-22
1630,Georges Maillot,1983-09-16
1630,Laurence Gaudin,1989-08-30
1631,Léon Louis,1991-10-28
1632,Eugène Pages,1993-03-08
1632,Patricia Vallet,1995-05-06
1632,Inès Pages,2023-01-21
1632,Gilles Pages,2012-10-16
1633,Stéphane Launay,1989-10-19
1633,Virginie Lamy,1992-07-05
1633,Gilles Launay,2022-11-30
1634,François Jacob,1967-12-09
1634,Christelle Guilbert,1963-07-01
1635,Cécile Guyot,1981-10-12
1635,Patrick Gilbert,1984-10-24
1635,Marianne Gilbert,2018-04-29
1636,Lucy Étienne,1997-03-27
1636,Michel Auger,2000-08-14
1636,Franck Auger,2020-12-05
1636,Luc Auger,2010-08-01
1636,Constance Auger,2011-07-26
1636,Agathe Auger,2011-07-12
1637,Noémi Pruvost,1986-04-24
1637,René Meunier,1982-06-09
1637,Jérôme Meunier,2006-07-26
1638,Christophe Bourgeois,1957-11-18
1638,Michèle Fleury,1953-10-15
1638,Inès Bourgeois,2019-11-07
1638,Pierre Bourgeois,2008-01-16
1638,Joseph Bourgeois,2019-03-15
1639,Victoire Didier,2000-08-19
1639,David Ribeiro,1999-01-24
1639,Georges Ribeiro,2013-04-22
1639,Gilles Ribeiro,2010-05-07
1639,Paul Ribeiro,2021-01-06
1640,Camille Gilles,1956-11-10
1640,Victoire Ribeiro,2000-07-23
1640,Thibaut Ribeiro,1992-11-28
1641,Éric Diaz,1980-07-19
1641,Pénélope Blondel,1975-11-28
1641,Caroline Diaz,2017-12-26
1642,Alex Moreau,1970-02-16
1642,Édouard Merle,1972-09-09
1642,Joséphine Merle,2004-05-23
1643,Anne Maurice,1999-09-30
1643,Grégoire Navarro,2001-07-05
1644,Auguste Moreno,1989-09-23
1644,Hugues Moreno,2012-04-17
1645,Hélène Gérard,1981-03-08
1645,Alphonse Lombard,1978-04-12
1645,Christine Lombard,2010-05-23
1646,Adèle Cohen,2002-06-30
1646,Bernard Martel,2002-12-19
1646,Dominique Martel,2011-11-24
1647,Noël Da Silva,1976-09-14
1647,Pénélope Da Silva,2008-04-23
1647,Adrienne Da Silva,2014-09-06
1648,Julien Laine,1981-12-19
1649,Luc Picard,1956-12-26
1649,Adélaïde Picard,2002-10-08
1650,Margaud Charpentier,1975-03-25
1650,Patrick Carre,1973-03-13
1650,Benjamin Carre,2022-04-21
1651,Josette Ferrand,1957-10-31
1651,François Humbert,1958-03-24
1652,Laurent Carre,1981-11-20
1653,Marc Blanchard,1977-03-26
1654,Sophie Lebon,1976-07-15
1654,Joseph Paul,1977-01-30
1654,Émile Paul,2023-10-30
1654,Christophe Paul,2005-02-11
1655,Véronique Da Silva,1976-10-06
1655,Hugues Ribeiro,1976-02-01
1656,Aurélie Lacroix,1992-12-12
1656,Matthieu Ribeiro,2016-01-20
1656,Étienne Ribeiro,2005-12-03
1657,André Martin,1980-11-23
1657,Capucine Teixeira,1979-06-13
1657,Claudine Martin,2021-03-28
1658,Juliette Aubert,1985-06-12
1658,Benjamin Moreau,1981-09-08
1658,Anne Moreau,2006-08-05
1659,Christelle Antoine,1975-06-27
1659,Gilbert Fernandes,1978-12-19
1660,Caroline Thibault,1964-01-04
1660,Christiane Fernandes,2007-11-03
1660,Nath Fernandes,1991-10-21
1661,Alfred Bonnet,1972-08-15
1661,Margot Guilbert,1977-04-11
1661,Margot Bonnet,2016-03-30
1661,Marthe Bonnet,2022-03-19
1662,Bertrand Bouchet,1988-11-23
1662,Jacqueline Valette,1986-12-08
1663,Capucine Martin,1992-02-10
1663,Raymond Germain,1993-07-25
1663,Gérard Germain,2022-08-17
1663,Alexandria Germain,2016-08-25
1664,Lorraine Meunier,1993-03-31
1664,Théophile Mendès,1989-04-14
1664,Luc Mendès,2011-01-24
1664,Maggie Mendès,2003-03-04
1665,Hélène Gilles,1955-07-22
1665,Isaac Imbert,1949-12-26
1665,Adélaïde Imbert,2013-10-05
1666,Nicolas Rousset,1957-12-27
1666,Lucy Delorme,1962-08-13
1666,Éric Rousset,2014-06-02
1666,Édith Rousset,2017-06-05
1667,Étienne Garnier,2001-06-19
1667,Anne Payet,1996-04-10
1667,Jeanne Garnier,2020-02-21
1668,Michèle Foucher,1989-12-29
1668,Roland Alexandre,1985-03-09
1668,Nicolas Alexandre,2023-03-24
1668,André Alexandre,2008-07-19
1669,Camille Bruneau,1979-09-26
1670,Charlotte Bernier,1997-06-28
1670,Thibaut Cohen,1994-07-28
1670,Amélie Cohen,2005-04-21
1671,Dorothée Gomes,2000-08-25
1671,Charles Tessier,1995-07-06
1671,Jacques Tessier,2003-02-13
1672,François Delannoy,1977-07-31
1672,Lucie Colin,1978-07-29
1672,Zacharie Delannoy,2000-09-05
1673,Margaud Sauvage,1962-10-23
1674,Antoine Dumas,1972-09-01
1674,Christiane Dumas,1992-05-06
1674,Margot Dumas,2003-02-28
1674,Élisabeth Dumas,2008-12-22
1675,Auguste Fouquet,1995-07-13
1676,Michelle Lefèvre,1961-05-08
1676,André Pineau,1957-10-03
1676,Gérard Pineau,2014-07-27
1677,Claude Bigot,1971-11-10
1677,Jacques Robert,1969-01-01
1677,Aimée Robert,2013-07-11
1678,Robert Verdier,1963-04-26
1678,Céline Regnier,1958-01-12
1679,Céline Masse,2003-01-09
1679,Matthieu Descamps,1997-11-08
1679,Alphonse Descamps,2013-12-24
1680,Alfred Lacombe,1982-03-08
1680,Cécile Lacombe,2018-11-23
1681,Joséphine Maréchal,1982-04-17
1681,Grégoire Carlier,1986-08-05
1681,Susan Carlier,2011-07-18
1681,Martin Carlier,2018-01-15
1682,Matthieu Thibault,2001-02-11
1683,Victoire Chevalier,1985-03-05
1683,Christiane Carlier,2005-03-03
1683,Adrienne Carlier,2004-09-09
1684,Roland Maréchal,1966-12-18
1684,Denise Maréchal,2019-10-05
1685,Frédérique Fontaine,1978-07-14
1685,Jules Regnier,1976-02-09
1686,Alfred Mercier,1973-07-08
1686,Claire Da Costa,1978-05-20
1687,Charles Gauthier,1992-12-10
1687,Chantal Gauthier,2018-07-21
1687,Célina Gauthier,2011-04-11
1688,Laetitia Boulay,1979-11-24
1688,Charles Delannoy,1974-11-15
1689,François Besson,1988-06-18
1690,Jeanne Techer,1979-08-03
1690,Bernadette Delannoy,2006-10-15
1690,Charlotte Delannoy,2010-05-20
1691,Jules Klein,1981-10-08
1692,Agathe Vincent,2001-08-24
1692,Georges Diallo,2000-11-21
1693,Marguerite Chevallier,1992-08-09
1694,Franck Aubert,1960-04-10
1694,Pauline Bazin,1961-09-20
1694,Benjamin Aubert,1982-05-22
1695,Anne Étienne,2002-02-18
1695,Catherine Bazin,2014-05-22
1696,Constance Besnard,1988-09-20
1696,Zacharie Sanchez,1989-12-29
1696,Auguste Sanchez,2019-07-25
1696,Marcel Sanchez,2022-10-10
1696,Isabelle Sanchez,2015-07-29
1697,Benoît Camus,2001-04-19
1698,Benoît Antoine,1974-01-21
1698,Juliette Dupuis,1978-11-30
1698,Claire Antoine,2022-11-10
1699,Dorothée Le Goff,1974-01-28
1699,Matthieu Dupuis,2002-11-03
1699,Denise Dupuis,1995-01-04
1700,Éléonore Marchal,1988-04-17
1700,Alfred Lemoine,1994-03-23
1700,Susanne Lemoine,2006-01-15
1700,Guy Lemoine,2015-06-20
1701,Claudine Valentin,1965-01-08
1701,Gérard Roux,1963-05-27
1701,Claudine Roux,2002-01-16
1701,René Roux,1997-10-12
1702,Laurence Bouvier,2000-10-07
1702,Raymond Perrin,2000-10-06
1702,Michelle Perrin,2010-05-24
1702,Alfred Perrin,2020-04-05
1703,Thibaut Tanguy,1979-06-10
1703,Adélaïde Valentin,1981-09-12
1703,Noémi Tanguy,2019-05-17
1704,Raymond Launay,1971-12-14
1704,Manon Dupuis,1966-08-09
1705,Marthe Guillot,1975-02-12
1705,René Weiss,1979-02-13
1705,Yves Weiss,2004-07-06
1706,Xavier Gomez,1996-03-27
1706,Capucine Besson,1993-07-13
1706,Pierre Gomez,2011-07-04
1707,Jacques Berger,2003-12-16
1707,Grégoire Berger,2010-02-24
1707,Lucas Berger,2018-08-05
1707,Anaïs Berger,2013-03-31
1708,Margaret Vincent,1978-07-28
1709,Éléonore Gilles,1979-11-16
1709,Benjamin Ramos,1976-04-28
1709,Adèle Ramos,2012-07-03
1710,Marcelle Dumas,1995-09-10
1710,Sabine Ramos,2005-08-03
1710,Colette Ramos,2005-05-17
1710,Jeanne Ramos,2012-10-09
1710,Michelle Ramos,2008-06-20
1711,Théodore Coste,1995-01-14
1712,Denis Colas,1960-12-24
1712,Renée Vincent,1959-06-20
1712,Nicole Colas,1981-05-15
1713,Édouard Techer,1996-05-26
1714,Virginie Vidal,1978-08-12
1714,Alexandre Vincent,2016-02-26
1714,Clémence Vincent,2012-09-30
1715,Marcel Royer,1996-12-05
1715,Philippine Rey,1997-06-01
1716,Constance Bègue,1986-06-11
1716,Henri Denis,1989-12-17
1716,Antoine Denis,2008-07-26
1716,Virginie Denis,2004-05-01
1716,Gérard Denis,2011-12-19
1717,Joséphine Legendre,1989-01-19
1717,Philippe Gomez,1984-11-26
1718,Antoinette Le Roux,1996-07-22
1718,Laurent Berthelot,1990-12-17
1719,Gabriel Boulay,1996-06-21
1719,Margaret Boulay,2013-06-21
