Married,NumberOfChildren,Address,CreditCardNumber,CreditCardExpirationDate,CreditCardCVC,DrivingLicenseDateObtained,DrivingLicenseAgeObtained
True,1,"7, rue Élise Munoz
48879 Jacquet-la-Forêt",2157-1671-5216-6942,8/24,524,2017-07-09,55.52361396303901
True,0,"39, avenue de Guillon
07987 Sainte Pierre",9244-5503-4120-6675,5/25,404,2018-04-10,18.863791923340177
True,2,"90, rue Martinez
36778 Cousin-sur-Rocher",3877-1314-9084-5079,8/24,641,2001-05-02,21.333333333333332
True,2,"981, boulevard Lemaire
05753 Chevallier",3027-9596-6180-9514,12/24,172,2016-02-29,39.044490075290895
True,0,"chemin Christelle Joseph
89493 Buissonboeuf",7871-5056-2072-5835,7/24,114,1977-07-21,20.79671457905544
False,1,"chemin Gérard Evrard
91377 Lejeune-sur-Mer",3498-1550-3818-4216,6/24,437,2015-09-10,56.15058179329227
True,1,"rue Nguyen
90367 Sainte François",3803-2265-7172-8093,1/25,583,2005-03-17,47.455167693360714
True,1,"3, rue Pineau
37859 Pons-la-Forêt",8035-7436-8443-6321,2/25,305,2018-08-12,34.68309377138946
True,1,"8, boulevard de Guillou
21578 Sainte Susan",8368-3280-2853-8270,11/24,964,2005-08-30,27.058179329226558
False,1,"9, rue Astrid Bernard
68528 Saint Colette",4093-3157-5632-4536,2/24,087,2001-11-02,18.119096509240247
True,1,"368, rue Camille Dupont
87768 Lebreton",6228-8544-2007-8150,9/25,426,1987-01-23,30.119096509240247
True,1,"655, rue Gonzalez
08144 Moreno",1847-1208-7572-6627,5/25,559,2022-01-24,29.72210814510609
True,0,"58, rue de Barre
47286 RamosVille",6627-7336-7269-3426,2/24,961,2020-04-08,28.98836413415469
False,1,"5, boulevard Roland Chevalier
94241 Clémentdan",4089-7038-4892-2915,11/25,750,2008-06-20,20.399726214921287
True,1,"303, boulevard Guillet
66407 Bègue",8910-1996-8212-4973,5/25,952,2017-06-15,19.342915811088297
True,0,"69, chemin de Léger
63905 Dubois-sur-Fournier",3273-9295-9122-7653,8/24,604,2022-04-15,22.140999315537304
True,1,"51, rue Noël
51581 De SousaBourg",6906-8296-6532-4948,5/24,167,1994-07-17,34.40657084188912
True,1,"19, rue Océane Lesage
65542 TurpinVille",9447-7942-8574-8895,10/24,544,2014-04-28,29.609856262833677
True,1,"6, avenue Bousquet
97219 Guyot",6314-8382-6643-4458,5/25,734,2000-05-25,35.813826146475016
False,1,"84, rue de Bouvet
71112 Sainte Alphonse-la-Forêt",2098-5740-3862-2078,2/25,219,2013-11-02,20.23545516769336
False,1,"5, rue Célina Humbert
97410 Leduc",2332-7030-9260-3057,5/25,704,2003-05-15,39.14031485284052
True,0,"66, rue Denis Vaillant
43543 Sainte ManonBourg",7789-8100-3239-7234,5/24,615,2002-11-03,26.562628336755647
True,1,"425, avenue Denise Dumont
95728 Fleury-sur-Coulon",6281-7774-2032-8396,11/25,428,1975-02-05,19.04722792607803
False,1,"59, rue Victoire Fournier
57814 Maillot-sur-Mallet",7191-5858-3963-9792,10/24,081,2010-03-22,24.53388090349076
True,1,"rue Anouk Techer
81173 Costenec",6826-7695-3944-7056,8/25,431,2006-12-04,36.90622861054072
True,0,"40, avenue Brun
06369 Saint Édith",4199-5630-6393-7835,4/24,823,1993-02-15,18.899383983572896
True,0,"778, chemin Denis Fontaine
24733 PeronBourg",5097-9724-3126-6495,12/25,454,2021-12-29,30.595482546201232
True,2,"1, rue Camille Millet
80563 LaunayBourg",4446-1608-6871-1437,5/25,357,2022-11-18,18.973305954825463
True,1,"58, boulevard Arnaude Duhamel
80309 Guyot-sur-Charrier",4649-7668-8550-5804,5/24,832,2022-09-15,18.90485968514716
False,0,"366, rue Louis
38307 MichelVille",2759-4932-1695-2102,12/25,714,2019-03-26,23.701574264202602
True,0,"2, avenue Grégoire
47193 De Oliveira",9633-8137-6844-4211,5/24,300,2021-07-13,57.804243668720055
False,0,"boulevard Neveu
19737 Gauthier-sur-Labbé",5890-7501-7064-8651,12/25,273,2006-08-30,21.620807665982205
False,1,"71, rue de Lacroix
11447 Fischer",1715-7453-1566-3360,4/24,136,1990-07-21,27.644079397672826
True,0,"15, rue Renée Legros
21727 Carpentier",9594-2878-1824-6848,6/25,157,2020-02-08,61.045859000684466
False,2,"18, chemin Thérèse Klein
20959 Mathieu",9449-2042-2150-8023,5/25,015,2022-11-28,25.678302532511978
False,0,"31, chemin Victor Dupuis
38515 Lemaître",2244-1915-3012-6671,5/25,279,2005-08-06,41.95756331279945
False,1,"53, boulevard Jeannine Diaz
24688 Colin-les-Bains",7969-2890-4191-6257,2/24,483,2005-12-19,42.680355920602324
False,2,"336, avenue Christelle Laroche
97399 Faivre-sur-Mer",5500-6918-8921-4882,11/25,277,2004-05-24,31.430527036276523
True,1,"rue Lejeune
05586 Bertrand-sur-Bouvet",8499-2497-1407-9996,4/24,535,2009-07-20,27.887748117727583
True,1,"16, avenue Pénélope Antoine
70820 Saint ArthurBourg",4292-7524-3077-8079,6/24,156,2020-05-18,57.74674880219028
True,0,"65, rue de Blin
13821 Grégoireboeuf",9375-2641-7343-5584,2/24,841,2015-07-25,25.598904859685145
True,1,"25, rue de Garcia
89416 Le GallBourg",6436-3898-2377-3466,2/24,919,2012-05-30,27.88227241615332
False,0,"250, avenue Marcel David
76213 Lucas",1825-6067-3112-4476,10/24,016,2011-04-06,47.93976728268309
True,0,"71, rue Maillard
74192 RobertVille",4499-5651-8578-7297,6/24,073,1998-07-05,32.982888432580424
False,1,"40, avenue Alain Muller
09399 BaillyVille",6853-6507-6577-5348,2/24,433,2002-03-14,32.427104722792606
True,1,"86, chemin Maillot
39884 Sainte Bertrand",7188-4341-7944-8761,8/24,210,1991-11-19,18.633812457221083
True,2,"5, avenue Arnaude Aubert
67598 Saint Gilles-les-Bains",7506-3035-9901-7590,2/24,372,2010-02-22,44.2984257357974
True,1,"2, chemin Colette Dupont
95210 Saint CamilleBourg",2613-2369-4913-2315,9/24,916,2012-10-25,22.70773442847365
True,0,"187, rue Laetitia Henry
38764 Diaz",2845-4377-1960-6497,3/24,544,1977-04-13,18.023271731690624
False,0,"35, rue Ramos
53379 Lefebvre",7708-7825-5252-2782,11/25,447,2017-02-22,21.10609171800137
True,1,"8, rue Luc Collin
79998 Dupuy-sur-Pichon",9975-9524-6914-7549,9/24,104,2017-01-27,33.869952087611225
True,0,"73, chemin Victor Dijoux
41349 CordierBourg",8406-7341-8568-1504,6/24,201,2011-08-11,27.586584531143053
False,0,"2, avenue Lucie Didier
40228 Saint Alex-les-Bains",3482-3831-7070-3672,11/25,924,2015-06-09,48.139630390143736
True,1,"518, rue Guy Rossi
55651 Marion",5435-7139-2221-9641,5/24,150,2017-10-14,26.611909650924023
False,0,"50, avenue Bouvier
30706 Hardy-les-Bains",9518-8422-9537-5247,12/25,344,1995-10-02,23.50171115674196
False,2,"573, rue Hubert
07577 Didierdan",6863-2081-5952-5916,5/24,817,2000-11-30,26.847364818617386
True,0,"10, avenue de Ramos
20375 Teixeira",4725-4966-7434-4511,6/24,319,1983-05-02,20.78576317590691
False,1,"17, rue de Philippe
52224 LabbéBourg",2798-1668-7945-2897,7/24,002,2019-05-01,18.718685831622178
False,1,"10, boulevard de Guillaume
63912 PereiraBourg",1964-2610-4889-2274,10/24,627,2016-06-24,30.784394250513348
True,3,"585, avenue Lucas
91732 Salmon-la-Forêt",7897-7709-3143-2240,7/25,715,2017-08-30,60.068446269678304
False,1,"5, rue Alexandre Nguyen
66937 Turpin-sur-Traore",2446-3099-2222-4789,3/24,742,1984-12-29,26.28336755646817
True,2,"730, rue Vincent Auger
54481 Navarro",6533-1355-9281-8933,7/24,533,2016-06-16,24.67624914442163
True,1,"9, boulevard de Perrin
66189 Delaunay",2033-4172-7579-3537,1/25,226,2015-11-25,37.41820670773443
True,1,"92, avenue Laurent Pages
67222 Saint Marthenec",2143-6608-7141-9060,6/25,215,2000-07-14,37.36344969199179
True,1,"714, avenue Victoire Gauthier
60321 Lelièvre",2697-8318-3531-2930,7/25,835,1985-04-08,29.04312114989733
True,3,"272, avenue Guy Da Costa
87953 Laurent",8595-4018-5958-2052,7/25,242,2021-10-13,26.819986310746064
True,0,"6, chemin de Lenoir
97297 Joseph",1173-9423-4683-7133,1/25,943,2021-04-20,20.229979466119097
False,0,"133, avenue de Guichard
52118 Sainte Camille",6740-8648-3126-2615,2/24,748,2020-07-28,29.65639972621492
True,3,"69, rue Maggie Georges
60548 Huet",9337-7455-2966-9916,8/25,356,2013-04-21,22.193018480492814
True,0,"80, rue Christiane Barre
23175 RivièreBourg",9275-1414-9971-2996,6/24,844,2016-05-10,49.76865160848734
True,2,"6, avenue Raymond Barbe
54228 Bazin-la-Forêt",6932-4399-6027-9058,10/25,996,2021-11-10,19.293634496919918
True,0,"69, chemin Charles Rodrigues
14785 Lacroix",1750-9515-5932-2442,6/25,337,2013-07-03,36.73921971252567
True,1,"73, chemin Jean Bailly
91696 Turpin",9737-7971-2633-7891,9/24,007,2022-06-17,34.97604380561259
False,2,"315, boulevard Loiseau
39811 Joly",2572-8785-6355-5374,5/24,151,2014-03-08,20.361396303901437
True,0,"6, rue Masson
57899 Jacob",5261-2957-5233-2704,2/25,885,2019-12-10,18.913073237508556
True,0,"88, chemin Noémi Dijoux
21275 Gauthier",1480-4786-6716-8752,7/25,767,1978-05-14,20.2217659137577
False,0,"rue Schneider
31691 Saint Juliette-la-Forêt",4492-7932-2834-2792,10/24,128,2007-10-02,22.532511978097194
False,1,"197, rue de Tessier
88756 Saint Moniquenec",2125-3559-7766-1738,10/25,390,2011-05-28,18.308008213552363
True,0,"8, rue Hélène Louis
61338 Blanchard",6502-4312-1394-1357,7/25,721,1988-07-04,19.11841204654346
False,0,"1, avenue Denis
47329 NormandBourg",7241-5247-8150-8409,2/25,116,1999-10-07,23.236139630390145
False,1,"rue François Cordier
54629 MilletVille",1587-7865-7535-8443,7/25,821,2001-01-23,20.996577686516083
True,1,"76, avenue de Lucas
71724 Bourgeois",1410-9835-5692-3680,8/24,256,2011-04-06,37.45927446954141
True,1,"18, boulevard de Roy
91660 Lejeune-sur-Fabre",2542-7135-9510-6719,2/24,867,2022-04-25,18.98425735797399
False,1,"16, rue de Pons
63672 Saint Gabriel",7746-3926-8604-4045,9/24,415,2013-08-10,22.12457221081451
True,1,"57, rue Navarro
27501 Gilles",1309-1651-4033-5143,10/24,720,2020-08-02,19.865845311430526
True,1,"rue Édouard Gay
76784 Teixeira-les-Bains",1298-4850-8230-6747,1/24,391,2013-08-06,21.215605749486652
True,1,"9, rue Claude Lejeune
67227 Sainte Gilles",1603-3102-8304-6172,10/24,510,2014-12-21,39.50992470910335
True,3,"28, boulevard Sébastien Pineau
32834 Gros",9359-9108-5518-1462,2/25,330,2010-06-16,26.584531143052704
True,2,"avenue Noémi Auger
04774 Barre-sur-Fernandez",3642-4905-9546-8176,8/24,484,2007-05-04,20.344969199178646
True,1,"74, rue Christiane De Sousa
61107 Texier",9418-3521-4649-7482,11/24,777,1996-02-01,39.29637234770705
True,1,"62, boulevard Margaret Dufour
69535 Vaillant",7885-9554-8643-3658,8/25,740,2013-02-09,23.89322381930185
True,3,"89, rue Lucas Bourdon
20303 MorelVille",2426-8639-3262-7363,5/25,957,2018-01-10,35.13757700205339
False,0,"3, boulevard Brunet
31137 Leclercq-sur-Léger",6413-1359-6793-5353,4/24,325,1997-06-22,18.902121834360027
False,2,"81, boulevard Astrid Michaud
89817 Saint Tristannec",7576-1996-7071-9011,10/25,052,2021-03-15,22.286105407255306
True,0,"55, rue Sophie Collet
45459 Alves",8267-6122-2552-2730,8/25,064,2018-03-19,36.09856262833676
True,3,"boulevard Gosselin
24837 Rossi",9605-3280-5098-5290,2/24,632,2007-10-13,23.857631759069132
True,1,"599, rue de Boutin
97348 Lebreton",4585-3693-1181-9758,1/24,467,2009-04-27,48.54209445585216
True,3,"boulevard de Hamel
80768 Brun",4987-6244-3435-1960,3/25,662,2022-04-28,36.56125941136208
True,0,"31, rue Aimée Ruiz
60326 Durand-la-Forêt",8273-7048-3795-4199,10/24,438,2021-07-13,18.119096509240247
False,0,"97, rue Gay
45831 Sauvage-sur-Langlois",4043-9671-9930-6740,12/25,552,2013-08-07,56.2135523613963
True,1,"85, rue Petit
50522 Saint Thomas",4085-9714-7277-4369,9/24,416,2021-12-06,22.584531143052704
True,3,"97, boulevard Anaïs Da Costa
41645 Sainte AgatheBourg",8536-4508-1780-2581,10/24,037,2021-09-26,49.51129363449692
False,2,"26, avenue de Blanc
76960 Couturier-sur-Mercier",2046-2831-3321-2181,9/25,595,2017-08-18,36.550308008213555
False,1,"85, boulevard Lemonnier
08838 Saint Michelle",7412-2683-1295-7892,5/24,169,2021-08-01,50.50513347022587
False,2,"500, chemin de Albert
20869 Lacombeboeuf",7684-6948-7259-6680,5/25,401,2011-10-06,47.449691991786445
True,0,"6, boulevard Bernard
12108 Bailly-la-Forêt",3262-1847-6305-5251,5/25,868,1992-08-19,36.19438740588638
False,0,"avenue de Bouvier
24974 FontaineBourg",9048-2951-2903-2039,5/24,372,2008-04-10,27.137577002053387
True,0,"37, rue Luce Thibault
39625 Lacombe-sur-Ollivier",6347-6072-9996-8122,3/25,903,2004-06-10,23.134839151266256
True,0,"7, chemin Eugène Martel
21389 Raymond",6757-5513-6704-9902,10/24,302,2017-12-20,21.018480492813143
True,4,"670, rue Benoît Breton
20601 Chauvet-sur-Marty",7109-6784-6287-4199,11/24,457,2020-11-30,27.24435318275154
False,1,"54, rue François Bourgeois
54247 Cordier",2573-6873-7479-3216,8/24,265,2020-01-27,22.967830253251197
False,0,"48, rue de Bigot
26522 Andre-sur-Duval",6827-1639-6521-9705,3/24,796,1996-08-28,25.659137577002053
False,2,"95, boulevard Gallet
30522 Toussaint-les-Bains",8348-7110-6952-2365,11/24,280,2016-04-01,23.698836413415467
True,2,"9, chemin Antoine Da Costa
60593 Gimenez-sur-Mer",5491-2758-9160-9916,4/25,368,1976-01-26,19.90965092402464
True,1,"16, rue Raymond Robin
93113 Joseph",3914-6627-4177-2435,10/24,258,2016-03-30,18.663928815879533
False,1,"87, avenue Susan Gay
33240 Pons-les-Bains",9147-4481-1634-1167,8/25,789,2022-10-15,19.145790554414784
False,1,"219, rue Briand
62456 Saint Michèle-la-Forêt",3222-4441-1857-5254,4/25,019,2006-02-05,39.13210130047912
False,2,"1, avenue Pelletier
56331 Louis-les-Bains",1972-2348-1118-9302,7/25,431,2008-09-22,26.639288158795345
True,0,"94, chemin Baron
18431 Humbert",7025-6802-7297-4971,2/25,044,2020-04-19,21.87816563997262
False,1,"76, avenue Théodore François
55393 Fontaine",1240-5496-3981-1571,3/24,567,2006-06-14,18.187542778918548
True,3,"11, avenue de Bousquet
44883 Saint Guyboeuf",8708-2213-2781-6679,12/25,373,2018-06-28,23.964407939767284
True,1,"61, rue Delannoy
07585 Sainte Patricia-les-Bains",5612-2501-3263-7940,1/24,374,2021-08-03,18.926762491444215
True,0,"93, rue Alexandrie Lejeune
45316 Paris",7805-8481-1195-3832,1/24,813,1990-06-11,32.62422997946612
True,0,"931, boulevard Fournier
67382 Ferreira-sur-Brunel",8436-1637-2767-7339,4/24,203,2014-06-12,37.01026694045174
True,1,"465, rue Diane Guillaume
20321 Saint Luc-sur-Mer",6790-2657-5030-5615,1/25,043,2012-09-08,29.43189596167009
False,1,"6, avenue François Baudry
72823 Saint Céline",8945-5526-9968-5201,4/25,560,1992-10-25,24.974674880219027
False,2,"87, avenue Alexandre Alves
53450 Le Goff",2586-3182-9503-4596,3/24,878,2016-12-20,18.77891854893908
True,0,"rue Luce Cordier
63943 Blot",1348-5012-8269-7766,11/25,901,1989-04-20,29.744010951403148
True,1,"321, rue Geneviève Dubois
90329 Fernandes-les-Bains",7542-7501-4070-3169,10/25,985,2022-02-06,40.26830937713895
True,0,"avenue Guillaume
17309 Durand",6384-4999-8034-9056,6/25,078,2004-01-12,35.03901437371663
False,1,"42, boulevard de Noël
52992 Labbé",3149-4789-6084-7387,10/25,625,2012-08-25,25.83436002737851
False,1,"14, rue Fabre
44617 Millet",7919-5301-8407-6675,1/25,832,2017-03-27,24.139630390143736
True,1,"14, chemin de Labbé
94653 Moreno",3844-1264-2559-8565,4/24,995,2022-02-23,38.729637234770706
False,2,"7, boulevard Corinne Hamel
13916 Denis-sur-Carre",8675-7182-5219-9370,1/24,528,2021-11-05,18.91854893908282
False,4,"1, boulevard de Rodriguez
85453 Laporte-la-Forêt",8061-2944-7103-5681,8/24,341,2003-04-30,18.308008213552363
False,1,"rue Diane Weiss
85614 Payet",6610-9804-2517-9254,7/25,098,2019-04-26,50.70773442847365
False,1,"967, boulevard Voisin
91916 Le Goff",9767-4577-5053-7658,5/25,394,2018-01-16,35.1895961670089
True,3,"20, chemin de Roche
79535 Royer",3436-9294-6915-4666,9/25,824,2016-06-15,25.2621492128679
False,1,"rue Adrien Traore
80526 Joubert",5877-3639-4822-5343,9/25,817,2018-06-24,30.11088295687885
True,1,"46, chemin de De Sousa
17220 Besnard",4739-8276-6151-9651,1/24,697,2012-06-30,22.168377823408623
False,0,"13, avenue Verdier
20965 Barthelemy-sur-Couturier",8749-7148-4511-7454,10/25,023,2014-09-30,46.77344284736482
True,0,"boulevard Rousset
17376 Jacques",7273-3510-7188-8129,2/25,985,2017-09-27,59.436002737850785
False,0,"26, rue de Gillet
53665 Jacquot",1895-3024-2596-8707,9/24,789,2016-12-25,58.51882272416153
False,0,"96, avenue Nicole Pereira
33413 Jacob",4087-5882-6103-9373,12/25,037,1994-12-30,22.017796030116358
True,3,"665, chemin Roux
88501 Sainte Gabrielle-les-Bains",7964-9470-1804-7266,2/25,251,1997-08-15,25.297741273100616
True,3,"79, rue de Renaud
76689 Saint Louisboeuf",7116-6890-8112-8039,5/25,370,1985-09-05,18.373716632443532
True,0,"25, chemin Gilles Perrin
72146 Carlier",6816-7065-5243-5607,1/25,399,1984-05-02,23.824777549623544
False,2,"1, boulevard Caroline Perez
55425 Martinboeuf",8122-1583-6525-6518,2/24,074,2010-08-20,21.3305954825462
True,0,"chemin Daniel Blanc
86629 Chauvet",9836-2977-4065-1428,2/25,846,2020-10-08,64.46269678302532
True,3,"15, boulevard Masse
03829 GrondinBourg",9546-6109-9033-4278,3/25,377,2003-08-23,21.023956194387406
False,1,"95, boulevard de Bazin
66457 Marty",9826-8237-9860-5876,4/24,101,2021-01-03,19.052703627652292
True,2,"36, rue Simone Da Silva
07882 Guillot",7398-4012-5356-5583,2/25,317,2017-04-13,44.035592060232716
True,3,"7, rue Pierre Delaunay
93479 Saint Moniquedan",6860-3197-7371-2516,7/24,450,2011-01-08,18.119096509240247
True,4,"85, boulevard de Benoit
21851 Cousin-les-Bains",8575-1408-2626-2611,4/24,906,1998-05-06,20.851471594798085
True,2,"7, avenue Guichard
22547 Chartier",4350-3724-8908-2908,1/25,486,2019-10-17,29.440109514031484
True,2,"7, avenue Roy
10119 Muller",2053-5668-8478-1270,12/24,169,1987-08-30,24.125941136208077
True,0,"4, rue Brunel
16957 JulienBourg",2691-8565-8535-3823,6/25,880,1997-09-06,42.332648870636554
False,0,"avenue de Dumont
56345 Brunet",1500-4180-8497-5926,11/24,097,2021-09-26,21.17453798767967
False,0,"21, boulevard Charles Berthelot
87217 Massonnec",8065-7837-6868-5215,1/25,398,1977-06-23,20.40246406570842
False,0,"119, rue Lemaire
66238 Andre",5824-7679-7085-7304,2/24,664,2019-10-11,20.303901437371664
True,0,"39, chemin Luce Pichon
72303 Bruneau",9686-4980-8997-1491,2/25,886,2011-09-01,18.529774127310063
True,0,"avenue de Paris
86590 Bourgeois",5247-7013-8070-5742,3/25,289,2015-01-09,33.08145106091718
True,0,"6, chemin Raymond Lacombe
42748 Saint Thérèse-la-Forêt",2080-4504-3916-1341,2/25,571,2013-09-20,29.021218343600275
False,3,"96, rue de Delorme
55657 Giraud",6573-4055-7434-2243,3/24,821,2019-08-12,48.10403832991102
False,0,"8, rue Diane Dufour
60600 Perret-sur-Mer",7683-6745-9598-1834,5/24,119,2016-09-05,45.47022587268994
True,0,"avenue de Chauveau
97222 Legros-sur-Coste",5189-4547-6490-2750,7/24,601,2010-11-02,21.72210814510609
True,2,"375, boulevard de Albert
58562 Jacob-la-Forêt",8426-6716-8953-2059,10/25,801,2019-07-21,34.74880219028063
False,0,"4, chemin Letellier
09924 Bourgeois-la-Forêt",4992-6425-5725-4613,7/24,526,2011-12-06,51.690622861054074
True,0,"rue Lefebvre
04548 Saint Juliette",3189-5638-8488-1829,6/24,796,2020-01-14,53.60438056125941
True,2,"79, rue Laetitia Voisin
40526 Potier-sur-Ollivier",5015-3818-2761-4244,4/25,986,1997-01-31,38.82546201232033
True,0,"4, chemin Jacqueline Baudry
55518 Bertin",7464-1864-3651-5508,5/24,173,2006-02-19,20.44626967830253
True,1,"43, chemin Paulette Joubert
35359 Rey-sur-Mer",9382-2556-3345-2386,1/24,123,1996-08-30,24.28473648186174
False,0,"2, boulevard Fabre
65775 Dumasnec",6646-9394-5248-4862,12/24,116,2000-03-14,23.033538672142367
True,1,"boulevard Mercier
65246 ParentVille",1301-7693-6294-4009,3/25,467,1994-11-16,25.1088295687885
True,2,"avenue Aurélie Alves
17140 Saint CharlesVille",6844-9741-4831-3058,12/24,800,2021-02-07,19.6249144421629
True,1,"47, rue Marion
79798 Saint Inèsnec",7203-5962-3478-1372,11/24,550,1998-01-09,37.6974674880219
False,1,"28, boulevard de Salmon
71829 Techer",3376-3364-6022-2332,2/24,795,1996-09-04,25.503080082135522
False,1,"boulevard Carlier
76106 Royer",7750-3602-5792-2712,1/25,775,1996-08-02,28.043805612594113
False,0,"80, rue Guy Mahe
97379 Muller",8720-8265-7203-9769,2/25,962,2020-07-21,59.37303216974675
True,0,"773, rue Delahaye
21951 Girard",3951-5704-7691-8055,10/25,906,2002-10-02,26.50239561943874
True,1,"avenue de Guibert
85192 Petitjean",8467-5214-6747-1669,7/25,120,2017-10-28,23.370294318959616
False,0,"609, rue Alexandria Gérard
43744 Guibert",1973-3537-4804-7940,9/24,427,1986-01-31,26.62012320328542
True,0,"22, boulevard de Marion
15340 Sainte Augusteboeuf",1515-3381-2068-4840,2/25,199,2020-11-30,23.28268309377139
False,0,"64, avenue Adrienne Marion
77429 Boucher",5312-1229-9023-2192,10/24,419,2001-10-18,20.413415468856947
False,1,"727, rue de Bernard
92866 Saint Virginieboeuf",5451-8422-1477-3315,6/24,774,2021-03-12,41.79329226557152
True,0,"626, avenue Letellier
62754 Guillaume-sur-Bazin",9206-7386-6038-7352,11/24,372,2005-10-08,22.587268993839835
True,1,"9, boulevard Marchal
16589 Ledoux-la-Forêt",2258-4808-7908-8346,8/25,170,2014-12-31,18.521560574948666
True,2,"94, chemin de Antoine
90838 Leduc",8654-7978-2853-4891,7/25,080,2021-04-14,39.657768651608485
False,0,"avenue Muller
86446 Boutinnec",6455-2697-8277-2671,1/24,738,2015-06-06,26.986995208761122
True,1,"624, avenue Brunel
20878 Gilbert-la-Forêt",6610-1293-1764-6880,5/24,530,2010-02-07,43.07460643394935
False,1,"8, avenue Honoré Gilles
95935 CoulonVille",9760-1151-2715-2198,12/25,865,2007-06-17,32.16974674880219
True,2,"boulevard de Maurice
58453 Richarddan",8406-5632-6087-8677,8/24,706,2015-09-09,39.42505133470226
True,3,"9, avenue Mathieu
84538 BousquetBourg",3228-3730-6771-5409,9/24,140,2013-01-19,23.967145790554415
False,0,"6, rue Robert Chauvet
90301 Martel",3488-3827-4030-9806,9/25,933,2020-07-09,18.0041067761807
False,3,"590, chemin Marguerite Delattre
16858 LemonnierBourg",8098-8092-9481-2279,6/24,032,1992-04-16,24.670773442847366
True,0,"534, chemin Le Gall
94247 Boyer-sur-Colas",6551-1960-4990-5311,12/24,471,2007-01-31,51.26351813826147
True,0,"49, chemin de Launay
84410 Hervénec",2279-5544-2909-7560,6/25,489,1993-07-04,19.471594798083505
True,0,"40, avenue Deschamps
25534 Techer",9424-2664-9998-6613,12/24,927,2021-12-08,49.96303901437371
False,0,"avenue Delorme
88684 Delattre",6777-3259-2601-9955,7/24,375,2016-12-08,54.39561943874059
False,1,"25, rue de Marques
64599 Marin",7881-4203-4392-1455,9/24,209,2016-07-13,46.6611909650924
True,0,"9, rue de Gomez
21221 Roux",4546-9498-9353-2438,8/24,156,2008-05-16,24.005475701574266
False,0,"boulevard Marin
31724 Saint Margotboeuf",3902-2559-4301-3657,3/24,940,2004-09-07,32.58590006844627
True,0,"6, rue Laure Regnier
68221 Saint Thibault-sur-Mer",9421-9558-8374-4702,10/25,068,2008-04-28,51.318275154004105
True,2,"69, boulevard Sophie Bourdon
33981 RodriguezBourg",5552-5172-1986-4953,11/25,033,2006-08-31,26.715947980835043
False,1,"rue Techer
37269 Saint Alice-sur-Mer",7859-1160-1395-5139,9/25,495,2020-08-10,20.511978097193705
True,2,"550, chemin Marie Peron
97423 Cohen",1857-8528-2824-6395,5/25,936,2018-07-13,20.019164955509925
False,0,"49, avenue Adrien Weiss
06443 Saint Michelle",1631-6901-4867-8399,7/25,213,1979-09-27,20.05201916495551
True,1,"10, chemin de Cousin
37486 Chevalier",9630-7187-4006-5395,2/24,190,2011-05-21,18.26420260095825
True,2,"30, avenue de Leduc
61133 Merle",8001-3641-5945-5805,7/25,284,2012-03-15,28.93634496919918
True,0,"81, boulevard Imbert
31813 Guérin",9576-7326-5795-7249,5/24,474,2001-10-14,30.72416153319644
True,2,"13, avenue Morel
75363 Sainte MaryseBourg",3416-2617-5072-3947,10/24,798,2002-01-03,22.795345653661876
True,2,"74, chemin de Petit
71343 Muller",4665-4230-3599-4010,11/25,428,2008-03-15,24.372347707049965
True,0,"94, rue Da Costa
84415 Buisson",5721-3682-3255-3235,11/25,992,1979-11-28,20.914442162902123
True,2,"7, chemin Allain
48492 Blondel-sur-Morvan",7399-7042-1750-7354,6/24,910,1988-07-30,25.52498288843258
True,2,"1, boulevard Suzanne Robin
35870 Dias",6497-2206-2503-1181,7/24,391,2013-08-16,23.485284052019164
True,0,"57, rue de Berger
51338 Saint Margot",2892-4332-9672-5420,1/24,005,1996-12-16,38.8911704312115
True,1,"31, boulevard Michel
72965 Brunet",8513-5222-1401-9309,8/24,594,2003-08-11,30.636550308008214
True,0,"avenue Jérôme Chartier
52839 Saint Colette-la-Forêt",7077-1419-4183-3664,12/24,985,2019-10-14,52.07392197125257
False,1,"33, rue de Nicolas
45447 Pruvost-sur-Michel",3613-5128-7544-1708,11/25,908,2000-03-23,29.634496919917865
True,1,"93, boulevard Grégoire
97153 Gilles",2225-1923-4069-8666,2/25,015,2003-09-07,39.19780971937029
True,2,"85, chemin de Laine
21976 Torres",2644-8548-7610-8059,7/25,957,1975-04-28,18.105407255304584
True,1,"679, rue Laurent Collet
26578 Sainte Claire-les-Bains",7939-2997-3306-4905,6/24,393,2010-01-10,29.97946611909651
False,1,"92, chemin Catherine Weber
91253 Lefèvre",7293-3775-2311-8752,12/24,277,2011-08-09,34.87200547570158
True,0,"81, rue de Charrier
72986 Boutin",3235-8307-9255-7569,3/25,404,2016-03-27,45.33607118412046
True,0,"319, chemin Frédérique Dupré
87682 Saint Michèlenec",8911-2666-2131-7058,6/24,988,2000-06-23,43.017111567419576
False,1,"chemin Lenoir
93529 David",3888-9117-9955-7930,11/25,877,2014-11-26,24.843258042436688
True,0,"7, boulevard Isaac Bonnet
74595 Lemaître-la-Forêt",2708-3296-9757-2477,1/25,796,1994-12-05,30.650239561943874
True,2,"rue Michelle Parent
51572 Saint Émilie",6477-4171-6186-5459,3/24,571,2020-06-24,53.596167008898014
False,0,"3, chemin Cousin
26900 Sainte Alexandrie-la-Forêt",5748-6660-9188-7292,7/24,720,1997-05-22,19.561943874058862
